,index,CUBE NAME,Cube Type,cardID,addedTmsp,added_to_cube_on,details_released_at,details_name,details_full_name,details_artist,details_rarity,details_color_identity,details_colors,details_set,details_cmc,details_parsed_cost,details_type,details_elo,details_popularity,details_cubeCount,details_loyalty,details_power,details_toughness,is_creature,is_land,is_pwer,days_until_added_to_cube
98,98,The 1/1 Cube,Cali Cube Champ,264baa9a-67fc-4903-9ed8-a4ce6912a184,1645941590555,2022-02-27 05:59:50.555000+00:00,2016-07-22,Wharf Infiltrator,Wharf Infiltrator [emn-80],Daarken,rare,['U'],['U'],emn,2,"['u', '1']",Creature — Human Horror,1242.299999999961,2.3316957918545516,3237,,1,1,True,False,False,2046
99,99,The 1/1 Cube,Cali Cube Champ,13cf5b23-9427-4313-8af8-abf2f3800948,1645941590555,2022-02-27 05:59:50.555000+00:00,2014-07-18,Chasm Skulker,Chasm Skulker [m15-46],Jack Wang,rare,['U'],['U'],m15,3,"['u', '2']",Creature — Squid Horror,1233.599999999948,3.8695921513261204,5372,,1,1,True,False,False,2781
100,100,The 1/1 Cube,Cali Cube Champ,a304200f-86d5-4eed-a775-cc24e72872ac,1645941590555,2022-02-27 05:59:50.555000+00:00,2019-05-03,Guildpact Informant,Guildpact Informant [war-271],Randy Gallegos,common,['U'],['U'],war,3,"['u', '2']",Creature — Faerie Rogue,1277.1000000000126,0.619480500770749,860,,1,1,True,False,False,1031
101,101,The 1/1 Cube,Cali Cube Champ,e9ac1e2c-1b9c-43b8-819e-9b391967e16c,1645941590555,2022-02-27 05:59:50.555000+00:00,2014-06-06,Marchesa's Infiltrator,Marchesa's Infiltrator [cns-22],Lucas Graciano,uncommon,['U'],['U'],cns,3,"['u', '2']",Creature — Human Rogue,1170.899999999994,0.32990938296860817,458,,1,1,True,False,False,2823
102,102,The 1/1 Cube,Cali Cube Champ,5c06f58f-0419-4637-8060-4a93670a4c68,1645941590555,2022-02-27 05:59:50.555000+00:00,2005-02-04,Mistblade Shinobi,Mistblade Shinobi [bok-43],Kev Walker,common,['U'],['U'],bok,3,"['u', '2']",Creature — Human Ninja,1240.099999999959,2.041404347888724,2834,,1,1,True,False,False,6232
103,103,The 1/1 Cube,Cali Cube Champ,2cd9abc9-f289-4294-bc0f-4addc8b92a4e,1645941590555,2022-02-27 05:59:50.555000+00:00,2002-10-07,Riptide Entrancer,Riptide Entrancer [ons-108],Scott Hampton,rare,['U'],['U'],ons,3,"['u', 'u', '1']",Creature — Human Wizard,1110.6999999999878,0.3335110137870428,463,,1,1,True,False,False,7083
104,104,The 1/1 Cube,Cali Cube Champ,85866351-a721-4b3c-9b6f-4d291daab657,1645941590555,2022-02-27 05:59:50.555000+00:00,2003-10-02,Slith Strider,Slith Strider [mrd-50],Justin Sweet,uncommon,['U'],['U'],mrd,3,"['u', 'u', '1']",Creature — Slith,1158.4999999999968,0.23338567703456126,324,,1,1,True,False,False,6723
105,105,The 1/1 Cube,Cali Cube Champ,5cda8633-2661-4fa7-81b0-3ae535619a3c,1645941590555,2022-02-27 05:59:50.555000+00:00,2020-01-01,Spellseeker,Spellseeker [j20-3],Anna Podedworna,rare,['U'],['U'],j20,3,"['u', '2']",Creature — Human Wizard,1424.6000000008544,5.9390892195986345,8245,,1,1,True,False,False,788
106,106,The 1/1 Cube,Cali Cube Champ,e04ad850-5801-4654-a388-f86be20a43bf,1645941590555,2022-02-27 05:59:50.555000+00:00,2019-10-04,Tome Raider,Tome Raider [eld-68],Randy Vargas,common,['U'],['U'],eld,3,"['u', '2']",Creature — Faerie,1252.1000000000272,0.9926094535605722,1378,,1,1,True,False,False,877
107,107,The 1/1 Cube,Cali Cube Champ,e2dbfb1b-092c-44a3-932d-a8b27be0a72b,1645941590555,2022-02-27 05:59:50.555000+00:00,2011-05-13,Wing Splicer,Wing Splicer [nph-50],Kev Walker,uncommon,['U'],['U'],nph,4,"['u', '3']",Creature — Phyrexian Human Artificer,1240.4999999998463,2.3734747093483928,3295,,1,1,True,False,False,3943
108,108,The 1/1 Cube,Cali Cube Champ,5d131784-c1a3-463e-a37b-b720af67ab62,1645941590555,2022-02-27 05:59:50.555000+00:00,2021-02-05,"Alrund, God of the Cosmos","Alrund, God of the Cosmos [khm-40]",Kieran Yanner,mythic,['U'],['U'],khm,5,"['u', 'u', '3']",Legendary Creature — God,1234.4000000000299,0.8838402028438477,1227,,1,1,True,False,False,387
109,109,The 1/1 Cube,Cali Cube Champ,5ba93d9a-94cd-4d90-860a-f567793a5be4,1645941590555,2022-02-27 05:59:50.555000+00:00,2014-02-07,Siren of the Fanged Coast,Siren of the Fanged Coast [bng-50],Michael C. Hayes,uncommon,['U'],['U'],bng,5,"['u', 'u', '3']",Creature — Siren,1180.299999999994,0.27084263754628096,376,,1,1,True,False,False,2942
110,110,The 1/1 Cube,Cali Cube Champ,c559d326-b97b-43d9-b7c9-c09e1a0e9db6,1645941590555,2022-02-27 05:59:50.555000+00:00,2006-10-06,Draining Whelk,Draining Whelk [tsp-57],Mark Tedin,rare,['U'],['U'],tsp,6,"['u', 'u', '4']",Creature — Illusion,1301.600000000001,1.412559606990045,1961,,1,1,True,False,False,5623
111,111,The 1/1 Cube,Cali Cube Champ,4af611e3-45d6-4aee-bf48-56598b14a242,1645941590555,2022-02-27 05:59:50.555000+00:00,1994-11-01,High Tide,High Tide [fem-18c],Amy Weber,common,['U'],['U'],fem,1,['u'],Instant,1369.400000000248,5.526342327806031,7672,,,,False,False,False,9980
112,112,The 1/1 Cube,Cali Cube Champ,79977d84-7a20-47ef-930f-0ce7a5eff88e,1645941590555,2022-02-27 05:59:50.555000+00:00,2002-02-04,Obsessive Search,Obsessive Search [tor-43],Jim Nelson,common,['U'],['U'],tor,1,['u'],Instant,1233.7999999999668,1.2965870946364513,1800,,,,False,False,False,7328
113,113,The 1/1 Cube,Cali Cube Champ,25f2e4d0-effd-4e83-b7aa-1a0d8f120951,1645941590555,2022-02-27 05:59:50.555000+00:00,2018-04-27,Opt,Opt [dom-60],Tyler Jacobson,common,['U'],['U'],dom,1,['u'],Instant,1323.8999999999496,19.834180917119273,27535,,,,False,False,False,1402
114,114,The 1/1 Cube,Cali Cube Champ,75c5cfd1-3f7c-4250-a84d-8db83c6d7eb7,1645941590555,2022-02-27 05:59:50.555000+00:00,1997-10-14,Whispers of the Muse,Whispers of the Muse [tmp-103],Quinton Hoover,uncommon,['U'],['U'],tmp,1,['u'],Instant,1217.500000000013,0.9292207511561235,1290,,,,False,False,False,8902
115,115,The 1/1 Cube,Cali Cube Champ,bd880fc4-b298-416a-8f2f-a929cb41b33e,1645941590555,2022-02-27 05:59:50.555000+00:00,2020-09-01,Brain Freeze,Brain Freeze [plist-46],Tim Hildebrandt,uncommon,['U'],['U'],plist,2,"['u', '1']",Instant,1451.900000000121,5.458631668419461,7578,,,,False,False,False,544
116,116,The 1/1 Cube,Cali Cube Champ,4cb4e315-1a77-479a-9f15-fb23575de805,1645941590555,2022-02-27 05:59:50.555000+00:00,2017-04-28,Censor,Censor [akh-46],John Stanko,uncommon,['U'],['U'],akh,2,"['u', '1']",Instant,1271.2000000001387,6.390013398066644,8871,,,,False,False,False,1766
117,117,The 1/1 Cube,Cali Cube Champ,dc595c63-af05-4c05-80e8-e1a90df26b0f,1645941590555,2022-02-27 05:59:50.555000+00:00,2015-05-22,Remand,Remand [mm2-55],Zoltan Boros,uncommon,['U'],['U'],mm2,2,"['u', '1']",Instant,1492.90000000263,15.32710011093023,21278,,,,False,False,False,2473
118,118,The 1/1 Cube,Cali Cube Champ,77500b53-0852-4d6a-bfe3-b1e8ef5a12cd,1645941590555,2022-02-27 05:59:50.555000+00:00,2019-10-04,Didn't Say Please,Didn't Say Please [eld-42],Jason A. Engle,common,['U'],['U'],eld,3,"['u', 'u', '1']",Instant,1277.6999999999873,1.553743535072681,2157,,,,False,False,False,877
119,119,The 1/1 Cube,Cali Cube Champ,a8de9c28-2291-4ae1-a886-aef359c7b5a8,1645941590555,2022-02-27 05:59:50.555000+00:00,2022-01-28,Thirst for Discovery,Thirst for Discovery [dbl-352],Dominik Mayer,uncommon,['U'],['U'],dbl,3,"['u', '2']",Instant,1348.4000000001056,3.906328785674153,5423,,,,False,False,False,30
120,120,The 1/1 Cube,Cali Cube Champ,0ff1f608-203e-4413-8753-37fc49731c87,1645941590555,2022-02-27 05:59:50.555000+00:00,2003-10-02,Thirst for Knowledge,Thirst for Knowledge [mrd-53],Ben Thompson,uncommon,['U'],['U'],mrd,3,"['u', '2']",Instant,1341.2000000000007,9.573134715399133,13290,,,,False,False,False,6723
121,121,The 1/1 Cube,Cali Cube Champ,a7eede83-6f1b-4054-b01c-0da17b197bad,1645941590555,2022-02-27 05:59:50.555000+00:00,2017-01-20,Illusionist's Stratagem,Illusionist's Stratagem [aer-36],Svetlin Velinov,uncommon,['U'],['U'],aer,4,"['u', '3']",Instant,1261.799999999962,1.0444729373460302,1450,,,,False,False,False,1864
122,122,The 1/1 Cube,Cali Cube Champ,995486ce-58bb-4753-a812-0ca73ef1a235,1645941590555,2022-02-27 05:59:50.555000+00:00,2011-05-13,Gitaxian Probe,Gitaxian Probe [nph-35],Chippy,common,['U'],['U'],nph,1,['u-p'],Sorcery,1474.2000000020103,11.243571088989095,15609,,,,False,False,False,3943
123,123,The 1/1 Cube,Cali Cube Champ,a98a7698-57fb-41f6-86d4-251c7d444c6a,1645941590555,2022-02-27 05:59:50.555000+00:00,2019-10-04,Stolen by the Fae,Stolen by the Fae [eld-66],Ryan Alexander Lee,rare,['U'],['U'],eld,2,"['u', 'u', 'x']",Sorcery,1241.7000000000298,1.5191678792157088,2109,,,,False,False,False,877
124,124,The 1/1 Cube,Cali Cube Champ,e22dcb4e-ac39-4bee-b8d0-1b6ed038834e,1645941590555,2022-02-27 05:59:50.555000+00:00,2021-06-18,Sweep the Skies,Sweep the Skies [mh2-70],Alayna Danner,uncommon,['U'],['U'],mh2,2,"['u', 'u', 'x']",Sorcery,1217.5000000000437,0.7059196404131791,980,,,,False,False,False,254
125,125,The 1/1 Cube,Cali Cube Champ,c8be7edf-807a-4a7b-ab48-78f309997210,1645941590555,2022-02-27 05:59:50.555000+00:00,2020-09-25,Notorious Throng,Notorious Throng [znc-33],Thomas Denmark,rare,['U'],['U'],znc,4,"['u', '3']",Tribal Sorcery — Rogue,1300.9000000000144,0.5647357123305433,784,,,,False,False,False,520
126,126,The 1/1 Cube,Cali Cube Champ,e630fc56-a96f-4abf-be8d-f0f40d5a9edf,1645941590555,2022-02-27 05:59:50.555000+00:00,2016-04-08,Startled Awake,Startled Awake [soi-88],Sean Sevestre,mythic,['U'],['U'],soi,4,"['u', 'u', '2']",Sorcery,1238.2999999999859,0.8831198766801608,1226,,,,False,False,False,2151
127,127,The 1/1 Cube,Cali Cube Champ,2d07fbe1-e66a-4893-86ee-7752ad77b120,1645941590555,2022-02-27 05:59:50.555000+00:00,2016-04-08,Welcome to the Fold,Welcome to the Fold [soi-96],David Palumbo,rare,['U'],['U'],soi,4,"['u', 'u', '2']",Sorcery,1219.0999999999904,0.7700286689813147,1069,,,,False,False,False,2151
128,128,The 1/1 Cube,Cali Cube Champ,c94fcb53-a7bd-4a80-a536-9fb0eb24261a,1645941590555,2022-02-27 05:59:50.555000+00:00,2021-02-05,Alrund's Epiphany,Alrund's Epiphany [khm-41],Kieran Yanner,mythic,['U'],['U'],khm,7,"['u', 'u', '5']",Sorcery,1370.4000000000374,1.7871292121072422,2481,,,,False,False,False,387
129,129,The 1/1 Cube,Cali Cube Champ,583d7386-3eb5-4f1d-8da9-f00e020a307b,1682316539017,2023-04-24 06:08:59.017000+00:00,2010-10-01,Throne of Geth,Throne of Geth [som-211],Jana Schirmer & Johannes Voss,uncommon,[],[],som,2,['2'],Artifact,1159.9999999999736,1.2000633887024044,1666,,,,False,False,False,4588
130,130,The 1/1 Cube,Cali Cube Champ,7a59d4b1-6cf4-44ec-8a96-1bb7094fea21,1645941590555,2022-02-27 05:59:50.555000+00:00,2014-09-26,Treasure Cruise,Treasure Cruise [ktk-59],Cynthia Sheppard,common,['U'],['U'],ktk,8,"['u', '7']",Sorcery,1364.3999999998864,18.219209658133202,25293,,,,False,False,False,2711
131,131,The 1/1 Cube,Cali Cube Champ,aefc721d-7c0b-4b3a-8131-f466bf3e7949,1645941590555,2022-02-27 05:59:50.555000+00:00,2020-07-03,Teferi's Tutelage,Teferi's Tutelage [m21-296],Ilse Gort,uncommon,['U'],['U'],m21,3,"['u', '2']",Enchantment,1348.2999999999215,1.7403080114675926,2416,,,,False,False,False,604
132,132,The 1/1 Cube,Cali Cube Champ,5516d86e-539a-4ba8-8d25-1a3b27b1267a,1645941590555,2022-02-27 05:59:50.555000+00:00,2015-07-17,Thopter Spy Network,Thopter Spy Network [ori-79],Jung Park,rare,['U'],['U'],ori,4,"['u', 'u', '2']",Enchantment,1298.999999999956,2.598216472418711,3607,,,,False,False,False,2417
133,133,The 1/1 Cube,Cali Cube Champ,7d017798-8278-4f9c-a691-912935c10c20,1645941590555,2022-02-27 05:59:50.555000+00:00,2017-01-20,Augmenting Automaton,Augmenting Automaton [aer-143],Jason Rainville,common,['B'],[],aer,1,['1'],Artifact Creature — Construct,1169.1000000000024,0.3176638381859306,441,,1,1,True,False,False,1864
134,134,The 1/1 Cube,Cali Cube Champ,eaa8f485-0f3d-4a0b-bcdf-6c27d1d2bce0,1645941590555,2022-02-27 05:59:50.555000+00:00,2019-06-14,Cabal Therapist,Cabal Therapist [mh1-80],Mitchell Malloy,rare,['B'],['B'],mh1,1,['b'],Creature — Horror,1245.1999999999234,1.5134052699062135,2101,,1,1,True,False,False,989
135,135,The 1/1 Cube,Cali Cube Champ,88042031-64af-4f84-85d5-95992b43aa6c,1645941590555,2022-02-27 05:59:50.555000+00:00,2003-05-26,Carrion Feeder,Carrion Feeder [scg-59],Brian Snõddy,common,['B'],['B'],scg,1,['b'],Creature — Zombie,1281.8999999990808,17.526976214830075,24332,,1,1,True,False,False,6852
136,136,The 1/1 Cube,Cali Cube Champ,9a539a23-8383-4525-82dd-acfe1d219fe9,1645941590555,2022-02-27 05:59:50.555000+00:00,2019-10-04,Cauldron Familiar,Cauldron Familiar [eld-81],Milivoj Ćeran,uncommon,['B'],['B'],eld,1,['b'],Creature — Cat,1345.999999999989,2.610462017201389,3624,,1,1,True,False,False,877
137,137,The 1/1 Cube,Cali Cube Champ,8d8e6941-ad6e-4d2f-93c0-be79e75bdf06,1645941590555,2022-02-27 05:59:50.555000+00:00,2021-09-24,Champion of the Perished,Champion of the Perished [mid-91],Kekai Kotaki,rare,['B'],['B'],mid,1,['b'],Creature — Zombie,1246.9999999999557,1.7424689899586532,2419,,1,1,True,False,False,156
138,138,The 1/1 Cube,Cali Cube Champ,08151d00-513a-4957-aa16-01c0f0245112,1645941590555,2022-02-27 05:59:50.555000+00:00,2019-06-14,Changeling Outcast,Changeling Outcast [mh1-82],Micah Epstein,common,['B'],['B'],mh1,1,['b'],Creature — Shapeshifter,1261.3999999998243,4.473945802659444,6211,,1,1,True,False,False,989
139,139,The 1/1 Cube,Cali Cube Champ,629e37d1-c0f3-44f2-926e-41eb3687c1d9,1645941590555,2022-02-27 05:59:50.555000+00:00,2016-07-22,Cryptbreaker,Cryptbreaker [emn-86],Darek Zabrocki,rare,['B'],['B'],emn,1,['b'],Creature — Zombie,1326.6999999998154,8.156973477590652,11324,,1,1,True,False,False,2046
140,140,The 1/1 Cube,Cali Cube Champ,4c539843-4e3f-47a7-92e1-412eaaa2d9c5,1645941590555,2022-02-27 05:59:50.555000+00:00,2020-08-07,Disciple of the Vault,Disciple of the Vault [2xm-86],Matt Thompson,uncommon,['B'],['B'],2xm,1,['b'],Creature — Human Cleric,1252.1999999999994,2.4721593937735005,3432,,1,1,True,False,False,569
141,141,The 1/1 Cube,Cali Cube Champ,bbdad18e-e262-41f9-b252-1cbdcdd1b5f9,1645941590555,2022-02-27 05:59:50.555000+00:00,2021-09-24,Ecstatic Awakener,Ecstatic Awakener [mid-100],Tuan Duong Chu,common,['B'],['B'],mid,1,['b'],Creature — Human Wizard,1253.8000000002035,1.8850935703686629,2617,,1,1,True,False,False,156
142,142,The 1/1 Cube,Cali Cube Champ,2b9bb2f3-a7c7-4e8f-ba39-44e6acd9240b,1645941590555,2022-02-27 05:59:50.555000+00:00,2019-10-04,Eye Collector,Eye Collector [eld-86],Uriah Voth,common,['B'],['B'],eld,1,['b'],Creature — Faerie,1145.1999999999985,1.0581591344560817,1469,,1,1,True,False,False,877
143,143,The 1/1 Cube,Cali Cube Champ,e7209cc8-b519-4f27-87d8-b12e239a121f,1645941590555,2022-02-27 05:59:50.555000+00:00,2002-10-07,Festering Goblin,Festering Goblin [ons-148],Thomas M. Baxa,common,['B'],['B'],ons,1,['b'],Creature — Zombie Goblin,1199.4999999999982,1.272816331234783,1767,,1,1,True,False,False,7083
144,144,The 1/1 Cube,Cali Cube Champ,c5f6c745-e46a-42eb-8eca-b7b74ab1245e,1645941590555,2022-02-27 05:59:50.555000+00:00,2019-10-04,Foulmire Knight,Foulmire Knight [eld-90],Alex Brock,uncommon,['B'],['B'],eld,1,"['b', '2', 'split', 'b']",Creature — Zombie Knight,1267.100000000057,4.578393096394048,6356,,1,1,True,False,False,877
145,145,The 1/1 Cube,Cali Cube Champ,f3c92575-1c97-48bf-801b-22f34040cf9a,1645941590555,2022-02-27 05:59:50.555000+00:00,2009-10-02,Guul Draz Vampire,Guul Draz Vampire [zen-93],Steve Argyle,common,['B'],['B'],zen,1,['b'],Creature — Vampire Rogue,1165.7999999999956,0.6446919164997911,895,,1,1,True,False,False,4531
146,146,The 1/1 Cube,Cali Cube Champ,9851f290-f502-49f8-9b48-67f7966d4e34,1645941590555,2022-02-27 05:59:50.555000+00:00,2021-06-18,Nested Shambler,Nested Shambler [mh2-95],Nicholas Gregory,common,['B'],['B'],mh2,1,['b'],Creature — Zombie,1267.1000000001845,2.9619811850806044,4112,,1,1,True,False,False,254
147,147,The 1/1 Cube,Cali Cube Champ,85343bc7-d670-439e-9a84-3c75eb171b12,1645941590555,2022-02-27 05:59:50.555000+00:00,2015-05-22,Plagued Rusalka,Plagued Rusalka [mm2-89],Alex Horley-Orlandelli,common,['B'],['B'],mm2,1,['b'],Creature — Spirit,1151.2999999998578,2.2466973045394956,3119,,1,1,True,False,False,2473
148,148,The 1/1 Cube,Cali Cube Champ,9404c7d5-3450-4425-94e5-aa7d4e571d4e,1645941590555,2022-02-27 05:59:50.555000+00:00,2015-03-27,Shambling Goblin,Shambling Goblin [dtk-118],Yeong-Hao Han,common,['B'],['B'],dtk,1,['b'],Creature — Zombie Goblin,1178.0000000000105,0.8038839986745998,1116,,1,1,True,False,False,2529
149,149,The 1/1 Cube,Cali Cube Champ,6179f847-e334-4f7f-9a4e-0013942a394f,1645941590555,2022-02-27 05:59:50.555000+00:00,2010-07-16,Viscera Seer,Viscera Seer [m11-120],John Stanko,common,['B'],['B'],m11,1,['b'],Creature — Vampire Wizard,1237.8999999996543,9.934018123406279,13791,,1,1,True,False,False,4244
150,150,The 1/1 Cube,Cali Cube Champ,bb1c6379-69d5-48aa-8d06-257c0592794e,1645941590556,2022-02-27 05:59:50.556000+00:00,2012-02-03,Black Cat,Black Cat [dka-54],David Palumbo,common,['B'],['B'],dka,2,"['b', '1']",Creature — Zombie Cat,1306.0000000000402,1.3729416679872646,1906,,1,1,True,False,False,3677
151,151,The 1/1 Cube,Cali Cube Champ,17ab3455-f464-41b0-ac63-d40d27abbfb1,1645941590556,2022-02-27 05:59:50.556000+00:00,2021-03-19,Blightspeaker,Blightspeaker [tsr-103],Ron Spears,common,['B'],['B'],tsr,2,"['b', '1']",Creature — Human Rebel Cleric,1220.0000000000007,0.4249924365752813,590,,1,1,True,False,False,345
152,152,The 1/1 Cube,Cali Cube Champ,3e2160e9-14a0-4c75-b7b0-fb09051ddb32,1645941590556,2022-02-27 05:59:50.556000+00:00,2017-09-29,Bloodcrazed Paladin,Bloodcrazed Paladin [xln-93],Daarken,rare,['B'],['B'],xln,2,"['b', '1']",Creature — Vampire Knight,1189.8000000000018,0.7700286689813147,1069,,1,1,True,False,False,1612
153,153,The 1/1 Cube,Cali Cube Champ,8c5da403-d791-4ad4-a949-e8a56459cac1,1682315978146,2023-04-24 05:59:38.146000+00:00,2022-06-10,Mold Folk,Mold Folk [clb-133],Piotr Foksowicz,common,['B'],['B'],clb,2,"['b', '1']",Creature — Fungus Warrior,1228.7000000000098,0.6727846368835809,934,,1,1,True,False,False,318
154,154,The 1/1 Cube,Cali Cube Champ,44a91e62-e946-4101-8cef-d1c147caebf2,1645941590556,2022-02-27 05:59:50.556000+00:00,2012-05-04,Butcher Ghoul,Butcher Ghoul [avr-89],Christopher Moeller,common,['B'],['B'],avr,2,"['b', '1']",Creature — Zombie,1201.4999999998367,2.3540259029288464,3268,,1,1,True,False,False,3586
155,155,The 1/1 Cube,Cali Cube Champ,a22dd28d-eb65-410a-af17-51b5064c6033,1645941590556,2022-02-27 05:59:50.556000+00:00,2021-06-18,Clattering Augur,Clattering Augur [mh2-79],Josh Hass,uncommon,['B'],['B'],mh2,2,"['b', '1']",Creature — Skeleton Shaman,1211.3000000000795,1.1388356647890165,1581,,1,1,True,False,False,254
156,156,The 1/1 Cube,Cali Cube Champ,a1c0b645-de43-46d0-84c1-03f295def217,1645941590556,2022-02-27 05:59:50.556000+00:00,2017-04-28,Doomed Dissenter,Doomed Dissenter [akh-87],Tony Foti,common,['B'],['B'],akh,2,"['b', '1']",Creature — Human,1187.6999999999173,4.919827697981646,6830,,1,1,True,False,False,1766
157,157,The 1/1 Cube,Cali Cube Champ,9965d9f9-0a7b-48bc-a6ab-d8b73c4550a8,1645941590556,2022-02-27 05:59:50.556000+00:00,2007-02-02,Dunerider Outlaw,Dunerider Outlaw [plc-86],Alan Pollack,uncommon,['B'],['B'],plc,2,"['b', 'b']",Creature — Human Rebel Rogue,1194.5000000000073,0.3270280783138605,454,,1,1,True,False,False,5504
158,158,The 1/1 Cube,Cali Cube Champ,3190cea3-fbea-464f-999b-4b4473be745e,1645941590556,2022-02-27 05:59:50.556000+00:00,2018-01-19,Dusk Legion Zealot,Dusk Legion Zealot [rix-70],Winona Nelson,common,['B'],['B'],rix,2,"['b', '1']",Creature — Vampire Soldier,1279.1999999997452,5.41901372941668,7523,,1,1,True,False,False,1500
159,159,The 1/1 Cube,Cali Cube Champ,ff971ba7-68b8-482a-9cb1-741f6893550c,1645941590556,2022-02-27 05:59:50.556000+00:00,2021-09-24,"Jadar, Ghoulcaller of Nephalia","Jadar, Ghoulcaller of Nephalia [mid-108]",Yongjae Choi,rare,['B'],['B'],mid,2,"['b', '1']",Legendary Creature — Human Wizard,1343.1000000003362,4.035267168974111,5602,,1,1,True,False,False,156
160,160,The 1/1 Cube,Cali Cube Champ,3a709559-fec3-44f4-a2bf-3396989b9189,1645941590556,2022-02-27 05:59:50.556000+00:00,2010-10-01,Leaden Myr,Leaden Myr [som-170],Alan Pollack,common,['B'],[],som,2,['2'],Artifact Creature — Myr,1309.599999999993,2.0442856525434716,2838,,1,1,True,False,False,4167
161,161,The 1/1 Cube,Cali Cube Champ,911d2271-8998-4193-9d1a-1768c5dfaaad,1645941590556,2022-02-27 05:59:50.556000+00:00,2006-10-06,Nether Traitor,Nether Traitor [tsp-120],Vance Kovacs,rare,['B'],['B'],tsp,2,"['b', 'b']",Creature — Spirit,1269.00000000002,1.4680247215939377,2038,,1,1,True,False,False,5623
162,162,The 1/1 Cube,Cali Cube Champ,180abc09-b098-4a51-bf4f-c1ad7c5e1c30,1645941590556,2022-02-27 05:59:50.556000+00:00,2008-02-01,Oona's Blackguard,Oona's Blackguard [mor-72],Kev Walker,uncommon,['B'],['B'],mor,2,"['b', '1']",Creature — Faerie Rogue,1221.2999999999931,1.3030700301096336,1809,,1,1,True,False,False,5140
163,163,The 1/1 Cube,Cali Cube Champ,a2ec6120-2de0-4166-be85-2d773fa7ebbb,1645941590556,2022-02-27 05:59:50.556000+00:00,2010-07-16,Reassembling Skeleton,Reassembling Skeleton [m11-112],Austin Hsu,uncommon,['B'],['B'],m11,2,"['b', '1']",Creature — Skeleton Warrior,1289.8999999996972,8.762047455087664,12164,,1,1,True,False,False,4244
164,164,The 1/1 Cube,Cali Cube Champ,095b0fd1-7445-4dba-bb90-ddd5f5ee8573,1645941590556,2022-02-27 05:59:50.556000+00:00,2009-02-06,Salvage Slasher,Salvage Slasher [con-52],Anthony Francisco,common,['B'],['B'],con,2,"['b', '1']",Artifact Creature — Human Rogue,1177.9999999999968,0.4739746157059917,658,,1,1,True,False,False,4769
165,165,The 1/1 Cube,Cali Cube Champ,4e783332-ea4e-4330-ba91-d23e5a58a7eb,1645941590556,2022-02-27 05:59:50.556000+00:00,2007-05-04,Skirk Ridge Exhumer,Skirk Ridge Exhumer [fut-77],Michael Phillippi,uncommon,['B'],['B'],fut,2,"['b', '1']",Creature — Zombie Spellshaper,1195.7999999999984,0.45596646161381876,633,,1,1,True,False,False,5413
166,166,The 1/1 Cube,Cali Cube Champ,12421e1c-5144-4391-abf2-a2fb864920e9,1645941590556,2022-02-27 05:59:50.556000+00:00,2015-01-23,Sultai Emissary,Sultai Emissary [frf-85],Mathias Kollros,common,['B'],['B'],frf,2,"['b', '1']",Creature — Zombie Warrior,1132.3999999999414,1.788569864434616,2483,,1,1,True,False,False,2592
167,167,The 1/1 Cube,Cali Cube Champ,f254239c-c07a-4c41-98f7-8f4de539c73e,1645941590556,2022-02-27 05:59:50.556000+00:00,2011-05-13,Vault Skirge,Vault Skirge [nph-76],Brad Rigney,common,['B'],['B'],nph,2,"['b-p', '1']",Artifact Creature — Phyrexian Imp,1289.2999999998772,5.493207324276432,7626,,1,1,True,False,False,3943
168,168,The 1/1 Cube,Cali Cube Champ,488ee202-0d28-4cc0-8a7d-644d9878e952,1645941590556,2022-02-27 05:59:50.556000+00:00,2022-02-18,Virus Beetle,Virus Beetle [neo-128],Dan Scott,common,['B'],['B'],neo,2,"['b', '1']",Artifact Creature — Insect,1297.800000000027,1.5357353809805079,2132,,1,1,True,False,False,9
169,169,The 1/1 Cube,Cali Cube Champ,5c963d97-c948-45d9-84cc-58e246d35970,1645941590556,2022-02-27 05:59:50.556000+00:00,2015-10-02,Zulaport Cutthroat,Zulaport Cutthroat [bfz-126],Jason Rainville,uncommon,['B'],['B'],bfz,2,"['b', '1']",Creature — Human Rogue Ally,1309.9999999993297,14.162332704248485,19661,,1,1,True,False,False,2340
170,170,The 1/1 Cube,Cali Cube Champ,97485dbf-2f31-4ed2-a6cd-529ca22c9ac5,1645941590556,2022-02-27 05:59:50.556000+00:00,2012-05-04,Bloodflow Connoisseur,Bloodflow Connoisseur [avr-87],Slawomir Maniak,common,['B'],['B'],avr,3,"['b', '2']",Creature — Vampire,1196.6999999998918,2.2517395876853037,3126,,1,1,True,False,False,3586
171,171,The 1/1 Cube,Cali Cube Champ,63d0b5f0-ed45-4b30-9c24-1c12011e3513,1645941590556,2022-02-27 05:59:50.556000+00:00,2021-06-18,Bone Shredder,Bone Shredder [mh2-272],Ron Spencer,uncommon,['B'],['B'],mh2,3,"['b', '2']",Creature — Phyrexian Minion,1264.100000000042,5.017792056243067,6966,,1,1,True,False,False,254
172,172,The 1/1 Cube,Cali Cube Champ,4fefd7f9-57ff-41bb-aef6-b1d568a7588b,1645941590556,2022-02-27 05:59:50.556000+00:00,2020-07-17,Cadaver Imp,Cadaver Imp [jmp-215],Dave Kendall,common,['B'],['B'],jmp,3,"['b', 'b', '1']",Creature — Imp,1222.1000000000395,1.2245544782677595,1700,,1,1,True,False,False,590
